 ,Player History Audit ,,,,,,,,,,,,,,,
Zach,1/21/2025 21:51:45,3069,Ozzie Albies,ATL,2B,26,MLB,,21,,MLB,Btwn2Jackies,Keeper Contract,[5] Y1,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3071,Pablo López,MIN,SP,27,MLB,,39,,MLB,Weekend Warriors,Keeper Contract ,[5] Y1,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3092,Pete Fairbanks,TB,RP,,,,134,,MLB,Andromedans,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3116,Randy Arozarena,TB,OF,28,MLB,,40,,MLB,La Flama Blanca,Keeper Contract ,[5] Y1,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3127,Rhys Hoskins,MIL,1B,29,MLB,,175,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3170,Ryan Helsley,STL,RP,28,MLB,,126,,MLB,not much of a donkey,Keeper Contract,[5] Y1,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3222,Seth Brown,OAK,"1B,OF",,,,439,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3225,Seth Lugo,KC,SP,,,,242,,MLB,Hammers,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3228,Shane McClanahan,TB,SP,25,MLB,,582,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3236,Sonny Gray,STL,SP,,MLB,,108,,MLB,Hammers,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3261,Tanner Houck,BOS,SP,,,,628,,MLB,La Flama Blanca,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3265,Tanner Scott,MIA,RP,,,,151,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3266,Tarik Skubal,DET,SP,,,,48,,MLB,La Flama Blanca,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3277,Taylor Ward,LAA,OF,29,MLB,,222,,MLB,Hammers,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3289,TJ Friedl,CIN,CF,,,,136,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3319,Trevor Megill,MIL,RP,,MLB,,586,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3338,Tyler Glasnow,LAD,SP,,,,44,,MLB,The Bluke Blokes,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3347,Tyler Stephenson,CIN,C,,,,244,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3361,Victor Robles,WSH,CF,,,,912,,MLB,not much of a donkey,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3373,Kodai Senga,NYM,SP,30,MLB,,70,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3380,Willi Castro,MIN,"2B,3B,CF",,,,291,,MLB,Weekend Warriors,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3381,William Contreras,MIL,C,,,,82,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3384,Willson Contreras,STL,C,,,,157,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3385,Willy Adames,MIL,SS,27,MLB,,174,,MLB,Btwn2Jackies,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3388,Mason Miller,OAK,SP,24,MLB,,73,2023,MLB,not much of a donkey,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3399,Yandy Díaz,TB,"1B,3B",31,MLB,,115,,MLB,Country Fried Lamb,Keeper Contract ,[5] Y1,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3415,Yusei Kikuchi,TOR,SP,,,,245,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3421,Zach Eflin,TB,SP,,,,80,,MLB,Law-Abiding Citizens,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3435,Francisco Alvarez,NYM,C,21.7,MLB,,162,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3436,Corbin Carroll,AZ,CF,22.9,MLB,,4,,MLB,Andromedans,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3437,Grayson Rodriguez,BAL,SP,23.7,MLB,,69,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3438,Gunnar Henderson,BAL,"3B,SS",22.1,MLB,,32,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3439,Gabriel Moreno,AZ,C,23,MLB,,179,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3441,Anthony Volpe,NYY,SS,22.3,MLB,,125,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3447,Triston Casas,BOS,1B,23.5,MLB,,94,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3448,Eury Pérez,MIA,SP,20.3,AA,,81,,MLB,not much of a donkey,Keeper Contract ,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3451,Noelvi Marte,CIN,3B,21,AAA,,757,2024,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3457,Kyle Harrison,SF,SP,22,AAA,,758,2023,Farm,The Bluke Blokes,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3460,Nick Gonzales,PIT,"2B,SS",24,AAA,,769,2023,Farm,La Flama Blanca,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3461,Josh Jung,TEX,3B,25.5,MLB,,102,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3462,Shea Langeliers,OAK,C,,MLB,,284,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3464,Taj Bradley,TB,SP,22.4,MLB,,238,,MLB,Law-Abiding Citizens,Keeper Contract ,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3468,Jackson Chourio,MIL,CF,19,AA,,2,2024,MLB,not much of a donkey,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3470,Jasson Domínguez,NYY,OF,20,AA,1,8,2024,Farm,Btwn2Jackies,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3471,Royce Lewis,MIN,3B,24.2,MLB,,56,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3472,Colton Cowser,BAL,CF,23,MLB,,26,2023,MLB,Law-Abiding Citizens,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3473,Michael Busch,CHC,3B,25,AAA,,47,2023,MLB,Country Fried Lamb,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3478,Andy Pages,LAD,OF,22,AAA,,761,2023,Farm,Hammers,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3488,Ezequiel Tovar,COL,SS,22,MLB,,196,,MLB,La Flama Blanca,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3489,Vinnie Pasquantino,KC,1B,,,,158,,MLB,Hammers,Franchise Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3491,Curtis Mead,TB,3B,22,MLB,,1712,2023,Farm,The Bluke Blokes,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3502,Austin Wells,NYY,C,24,AAA,,760,2023,Farm,Andromedans,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3508,Pete Crow-Armstrong,CHC,CF,21,AAA,,17,2024,MLB,Country Fried Lamb,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3514,Hunter Brown,HOU,SP,24.9,MLB,,167,,MLB,Andromedans,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3520,Masyn Winn,STL,SS,21,AAA,,39,2024,MLB,Weekend Warriors,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3521,James Wood,WSH,OF,20,AA,1,24,2024,Farm,Btwn2Jackies,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3523,Jordan Westburg,BAL,"2B,3B",24.5,MLB,7,302,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3530,Nolan Jones,COL,"1B,OF",25.2,MLB,,47,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3532,Brandon Pfaadt,AZ,SP,24.8,MLB,2,200,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3543,Adrian Del Castillo,AZ,C,23.8,AAA,16,546,,Farm,Weekend Warriors,Farm Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3551,Spencer Schwellenbach,ATL,SP,23,A+,,1152,2025,Farm,Andromedans,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3563,Connor Norby,MIA,2B,23,AAA,6,201,2023,Farm,The Bluke Blokes,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3585,DJ Herz,WSH,LHP,22,AA,19,416,2024,Farm,Country Fried Lamb,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3590,Miguel Amaya,CHC,C,24.4,MLB,15,450,,MLB,Jepordizers!,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3605,Spencer Steer,CIN,"1B,2B,3B,OF",25.6,MLB,,98,,MLB,Hammers,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3612,Andrew Abbott,CIN,SP,24.2,MLB,,250,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3613,Joey Cantillo,CLE,LHP,23,AAA,14,278,2023,Farm,Rick Vaughn,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3623,Brenton Doyle,COL,CF,25.2,MLB,,426,,MLB,Rick Vaughn,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3631,Dillon Dingler,DET,C,24,AA,8,136,2024,Farm,Weekend Warriors,Farm Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3640,Colt Keith,DET,"2B,3B",22,AAA,,23,2024,MLB,Law-Abiding Citizens,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3643,Reese Olson,DET,SP,24,MLB,14,261,,MLB,Btwn2Jackies,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3644,Parker Meadows,DET,CF,23,AAA,,762,2024,Farm,La Flama Blanca,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3656,Yainer Diaz,HOU,"C,1B",24.9,MLB,,116,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3695,JJ Bleday,OAK,CF,,,,835,,MLB,The Bluke Blokes,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3707,Brice Turang,MIL,"2B,SS",23.7,MLB,,340,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3723,Matt Wallner,MIN,OF,25.6,MLB,6,297,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3732,Mark Vientos,NYM,"1B,3B",23.6,MLB,,453,,MLB,Andromedans,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3781,Simeon Woods Richardson,MIN,RP,22,AAA,,952,2023,Farm,La Flama Blanca,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3805,Will Wagner,TOR,3B,25,AA,25,741,2024,Farm,Rick Vaughn,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3818,Heliot Ramos,SF,OF,23,MLB,,1775,2023,Farm,Jepordizers!,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3831,Alec Burleson,STL,"1B,OF",24.7,MLB,,500,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3840,Xavier Edwards,MIA,2B,24,AAA,,775,2023,Farm,Whiz Kids,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3854,Lawrence Butler,OAK,CF,23,MLB,,1713,2024,Farm,The Bluke Blokes,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3884,Jackson Holliday,BAL,SS,19,AA,1,1,2024,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3885,Brooks Lee,MIN,SS,22,AAA,3,43,2024,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3887,Zach Neto,LAA,SS,22.5,MLB,,266,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3946,Jordan Beck,COL,OF,22,AA,6,153,2025,Farm,Rick Vaughn,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3963,Ben Joyce,LAA,RHP,22,MLB,8,402,2024,Farm,The Bluke Blokes,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3986,Steven Kwan,CLE,OF,,,,186,,MLB,Law-Abiding Citizens,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3987,Clarke Schmidt,NYY,SP,,,,315,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3989,Brendan Donovan,STL,"1B,2B,OF",,,,278,,MLB,not much of a donkey,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3992,Christian Encarnacion-Strand,CIN,1B,23,MLB,4,133,2023,MLB,Hammers,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3993,Gavin Stone,LAD,SP,24,AAA,,103,2023,MLB,not much of a donkey,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,3995,Tanner Bibee,CLE,SP,24.4,MLB,,104,,MLB,not much of a donkey,Keeper Contract ,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4005,Spencer Strider,ATL,SP,,,,9,,MLB,Hammers,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4010,George Kirby,SEA,SP,,,,41,,MLB,Whiz Kids,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4016,Joe Ryan,MIN,SP,,,,88,,MLB,La Flama Blanca,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4017,Reynaldo López,ATL,RP,,MLB,,399,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4018,Andrés Muñoz,SEA,RP,24,MLB,,128,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4022,Hunter Greene,CIN,SP,,,,129,,MLB,La Flama Blanca,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4023,Jhoan Duran,MIN,RP,,,,85,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4026,Félix Bautista,BAL,RP,,,,599,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4040,MacKenzie Gore,WSH,SP,,,,293,,MLB,Andromedans,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4041,Hunter Bigge,TB,RP,,,,,,MLB,Rick Vaughn,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4045,Kyle Bradish,BAL,SP,,,,113,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4046,Robert Suarez,SD,RP,,,,277,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4048,Matt Brash,SEA,RP,,,,301,,MLB,The Bluke Blokes,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4073,Luis L. Ortiz,PIT,SP,24.5,AAA,,601,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4077,Edward Cabrera,MIA,SP,,,,271,,MLB,Andromedans,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4080,A.J. Puk,MIA,RP,,,,348,,MLB,La Flama Blanca,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4083,Mark Leiter Jr.,CHC,RP,,,,603,,MLB,Country Fried Lamb,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4085,Cole Ragans,KC,"SP,RP",,,,100,,MLB,Rick Vaughn,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4090,Luis Gil,NYY,SP,25.2,MLB,,419,,MLB,Country Fried Lamb,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4101,Shane Baz,TB,SP,,,,187,,MLB,Rick Vaughn,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4105,Tayler Scott,HOU,RP,,,,,,MLB,Law-Abiding Citizens,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4125,Spencer Horwitz,TOR,1B,25,AAA,,776,2023,Farm,Hammers,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4137,Bowden Francis,TOR,RP,27.3,AAA,,827,,Farm,Andromedans,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4155,Jeremiah Estrada,SD,RP,24.8,AAA,,912,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4162,Danny Young,NYM,RP,,,,,,MLB,Weekend Warriors,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4174,Edwin Uceta,TB,RP,,,,,,MLB,La Flama Blanca,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4190,Ronel Blanco,HOU,"SP,RP",30,MLB,,533,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4209,Reed Garrett,NYM,RP,,,,795,,MLB,Andromedans,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4219,Collin Snider,SEA,RP,,,,788,,MLB,Law-Abiding Citizens,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4255,Yennier Cano,BAL,RP,,MLB,,288,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4266,Porter Hodge,CHC,RHP,22,AA,16,412,2024,Farm,Whiz Kids,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4273,Hunter Gaddis,CLE,SP,25.3,AAA,,890,,Farm,La Flama Blanca,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4283,Adley Rutschman,BAL,C,,,,42,,MLB,Hammers,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4284,Michael Harris,ATL,CF,,,,34,,MLB,Hammers,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4286,Bryan Woo,SEA,SP,,,,185,,MLB,not much of a donkey,Keeper Contract ,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4291,Jeremy Peña,HOU,SS,,,,217,,MLB,Hammers,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4294,Jake McCarthy,AZ,CF,,,,352,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4295,Bobby Witt,KC,SS,,,,5,,MLB,Law-Abiding Citizens,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4298,Seiya Suzuki,CHC,OF,,,,109,,MLB,The Bluke Blokes,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4304,Christopher Morel,CHC,"2B,CF",,,,188,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4306,Bryson Stott,PHI,2B,,,,107,,MLB,Whiz Kids,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4308,Oneil Cruz,PIT,SS,,,,68,,MLB,Rick Vaughn,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4310,Jose Miranda,MIN,3B,,,,860,,MLB,The Bluke Blokes,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4315,Riley Greene,DET,CF,,,,148,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4323,Alex Call,WSH,CF,,,,866,,MLB,Jepordizers!,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4324,Geraldo Perdomo,AZ,"2B,3B,SS",,,,369,,MLB,Whiz Kids,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4325,Joey Bart,SF,C,,,,887,,MLB,Whiz Kids,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4333,Kerry Carpenter,DET,OF,,MLB,,194,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4344,Josh Lowe,TB,CF,,,,72,,MLB,Andromedans,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4361,Maikel Garcia,KC,"3B,SS",23.4,MLB,,252,,MLB,Law-Abiding Citizens,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4380,Matt Vierling,DET,"3B,CF",,,,417,,MLB,Btwn2Jackies,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4424,CJ Abrams,WSH,SS,,MLB,,45,,MLB,Jepordizers!,Keeper Contract,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4454,Julio Rodríguez,SEA,CF,,,,2,,MLB,not much of a donkey,Keeper Contract ,[6] Y2,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4462,Ceddanne Rafaela,BOS,"SS,CF",22,AAA,,81,2023,MLB,Law-Abiding Citizens,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4509,Albert Suárez,BAL,"SP, RP",,,,943,,MLB,Weekend Warriors,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4553,Jake Irvin,WSH,SP,26.4,MLB,,510,,MLB,Jepordizers!,Keeper Contract,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4594,Spencer Arrighetti,HOU,SP,23,AAA,,267,2024,MLB,La Flama Blanca,,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4604,Orion Kerkering,PHI,RP,22,AA,,199,2025,MLB,Whiz Kids,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4612,Caden Dana,LAA,RHP,19,A+,1,98,2026,Farm,Country Fried Lamb,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4727,Wilyer Abreu,BOS,CF,24,AAA,,763,2023,Farm,Jepordizers!,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,4783,Tyler Fitzgerald,SF,"SS,CF",26,MLB,,1837,,Farm,Andromedans,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,5216,Justin Martinez,AZ,RP,22,AAA,,942,,MLB,Law-Abiding Citizens,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,5292,José Caballero,TB,"2B,SS",,,,906,,MLB,Btwn2Jackies,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6129,Cody Bradford,TEX,"SP,RP",25.4,MLB,9,612,,MLB,Andromedans,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6283,Tobias Myers,MIL,SP,,,,,,MLB,Jepordizers!,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6367,Tim Herrin,CLE,RP,26.8,AAA,,852,,Farm,Hammers,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6507,José Tena,WSH,3B,22,MLB,27,647,2023,Farm,Law-Abiding Citizens,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6524,Cade Smith,BOS,LHP,,,10,210,,Farm,not much of a donkey,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6562,Dylan Crews,WSH,OF,21,A,2,3,2024,Farm,Jepordizers!,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6563,Paul Skenes,PIT,SP,21,ROK,,1494,2024,Farm,The Bluke Blokes,Purchased Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6565,Wyatt Langford,TEX,OF,21,A+,,780,2025,MLB,Weekend Warriors,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6606,Nolan Schanuel,LAA,1B,21,AA,,100,2024,MLB,Country Fried Lamb,Keeper Contract,[8] R-4,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6748,Ryan Walker,SF,"SP,RP",27.7,MLB,26,615,,MLB,Hammers,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6784,Lucas Erceg,OAK,RP,28.3,MLB,26,616,,MLB,Andromedans,,[7] Y3,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6871,Keider Montero,DET,RHP,23,AAA,13,261,2024,Farm,Weekend Warriors,,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,6988,Zebby Matthews,MIN,RHP,23,A+,5,66,2025,Farm,Btwn2Jackies,Farm Contract,[9] P,Roster,24 Rosters
Zach,1/21/2025 21:51:45,7281,Yuki Matsui,SD,P,,,,635,,MLB,Country Fried Lamb,Keeper Contract,[8] R-4,Roster,24 Rosters
